Age,DailyRate,DistanceFromHome,EnvironmentSatisfaction,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsWithCurrManager,Attrition
31,793,20,3,4,1,4,2791,1,3,4,3,2,2,2,No
28,1451,2,1,2,1,2,3201,0,6,2,1,5,3,4,No
35,1182,11,4,3,2,4,4968,1,5,3,3,5,2,2,No
49,174,8,4,2,4,2,13120,1,22,3,3,9,8,3,No
34,1003,2,4,3,2,3,4033,0,5,3,2,3,2,2,No
29,490,10,4,3,1,2,3291,2,8,2,2,7,5,1,No
42,188,29,2,1,2,4,4272,0,16,3,3,1,0,0,No
29,718,8,2,2,2,4,5056,1,10,2,2,10,7,2,No
38,433,1,3,4,1,3,2844,1,7,2,4,7,6,0,No
28,773,6,3,2,1,3,2703,1,3,2,3,3,1,2,No
18,247,8,3,3,1,3,1904,0,0,0,3,0,0,0,Yes
33,603,9,1,3,2,1,8224,0,6,3,3,5,2,3,Yes
41,167,12,2,3,1,4,4766,1,6,4,3,1,0,0,No
31,874,15,3,3,1,3,2610,1,2,5,2,2,2,2,Yes
37,367,25,3,2,2,4,5731,2,9,2,3,6,2,3,No
27,199,6,4,2,1,3,2539,1,4,0,3,4,2,2,No
34,1400,9,2,3,2,3,5714,0,6,3,2,6,5,3,No
35,528,8,3,3,1,3,4323,0,6,2,1,5,4,4,No
29,408,23,4,2,3,1,7336,1,11,3,1,11,8,10,Yes
40,593,9,2,3,3,3,13499,0,20,3,2,18,7,13,No
42,481,12,3,3,4,1,13758,0,22,2,2,21,9,14,Yes
42,647,4,2,3,2,1,5155,0,9,3,4,6,4,5,No
35,982,1,4,2,1,3,2258,1,10,2,3,8,0,7,No
24,477,24,4,3,1,2,3597,0,6,2,3,4,3,2,No
28,1485,12,3,3,1,4,2515,0,1,4,2,1,1,0,Yes
26,1384,3,1,4,1,4,4420,1,8,2,3,8,7,7,No
30,852,10,3,2,2,3,6578,1,10,3,3,10,3,4,No
40,902,26,3,2,2,4,4422,1,16,3,1,1,1,0,No
35,819,2,3,2,3,2,10274,1,15,2,4,7,7,4,No
34,669,1,4,2,2,1,5343,0,14,3,3,13,9,9,No
35,636,4,4,2,1,4,2376,1,2,2,4,2,2,2,No
43,1372,9,1,1,2,3,5346,0,7,2,2,4,3,3,Yes
32,862,2,3,3,1,1,2827,3,1,3,3,1,0,0,No
56,718,4,4,3,5,1,19943,1,28,2,3,5,2,2,No
29,1401,6,2,3,1,4,3131,1,10,5,3,10,8,8,No
19,645,9,3,3,1,1,2552,0,1,4,3,1,1,0,No
45,1457,7,1,3,1,3,4477,1,7,2,2,3,2,2,No
37,977,1,4,2,2,4,6474,1,14,2,2,14,8,11,No
20,805,3,1,2,1,3,3033,0,2,2,2,2,2,2,No
44,1097,10,3,3,1,3,2936,0,6,4,3,6,4,2,Yes
53,1223,7,4,3,5,3,18606,1,26,6,3,7,7,7,No
29,942,15,2,1,1,4,2168,1,6,2,2,5,4,3,No
22,1256,3,3,2,1,4,2853,1,1,5,3,0,0,0,Yes
46,1402,2,3,3,4,1,17048,0,28,2,3,26,15,9,No
44,111,17,4,1,1,3,2290,0,6,3,3,0,0,0,No
33,147,2,2,3,1,3,3600,1,5,2,3,5,4,4,No
41,906,5,1,2,1,1,2107,1,5,2,1,1,0,0,Yes
30,1329,29,3,3,2,1,4115,3,8,3,3,4,3,3,No
40,1184,2,2,3,2,2,4327,3,5,2,3,0,0,0,No
50,1421,2,4,3,4,1,17856,1,32,3,3,2,2,2,No
28,1179,19,4,2,1,1,3196,3,6,2,3,6,5,3,No
46,1450,15,4,3,5,2,19081,1,25,2,3,4,2,3,No
35,1361,17,3,3,2,1,8966,3,15,2,3,7,7,7,No
24,984,17,4,3,1,2,2210,1,1,3,1,1,0,0,Yes
33,1146,25,2,3,2,3,4539,1,10,3,2,10,7,1,No
36,917,6,3,1,1,3,2741,1,7,4,3,7,7,7,No
30,853,7,3,3,2,3,3491,3,10,4,2,10,7,9,No
44,200,29,4,3,2,4,4541,0,20,3,3,20,11,17,No
20,654,21,3,4,1,4,2678,0,2,2,3,2,1,2,No
46,150,2,4,3,2,4,7379,1,12,3,2,6,3,4,No
42,179,2,4,4,2,1,6272,1,10,3,4,4,3,3,No
60,696,7,2,4,2,4,5220,1,12,3,3,11,7,9,No
32,116,13,3,2,1,2,2743,1,2,2,3,2,2,2,No
32,1316,2,4,3,2,3,4998,0,10,2,3,8,7,7,No
36,363,1,3,1,3,1,10252,1,17,2,3,7,7,7,No
33,117,9,1,3,1,4,2781,1,15,5,3,14,10,10,No
40,107,10,2,2,2,2,6852,1,7,2,4,5,1,3,No
25,1356,10,3,3,2,4,4950,0,5,4,3,4,3,1,No
30,1465,1,4,3,1,2,3579,1,12,2,3,11,9,7,No
42,458,26,1,3,3,1,13191,0,20,6,3,1,0,0,No
35,1212,8,3,2,3,4,10377,1,16,6,2,13,2,12,No
27,1103,14,1,3,1,1,2235,2,9,3,2,9,7,8,No
54,966,1,4,3,3,3,10502,1,33,2,1,5,4,4,No
44,1117,2,1,4,1,4,2011,1,10,5,3,10,5,7,No
19,504,10,1,2,1,2,1859,0,1,2,4,1,1,0,Yes
29,1010,1,1,3,1,4,3760,3,3,5,3,3,2,2,No
54,685,3,4,3,4,4,17779,0,36,2,3,10,9,9,No
31,1332,11,3,3,2,1,6833,0,6,2,2,6,5,1,No
31,1062,24,3,2,2,1,6812,0,10,2,3,10,9,8,No
59,326,3,3,2,2,4,5171,0,13,2,3,6,1,5,No
43,920,3,3,1,5,4,19740,1,25,2,3,8,7,7,No
49,1098,4,1,2,5,3,18711,1,23,2,4,1,0,0,No
36,469,3,3,3,1,2,3692,0,12,2,2,11,10,7,No
48,969,2,4,4,1,2,2559,0,7,4,2,1,0,0,No
27,1167,4,1,3,1,3,2517,3,5,2,3,5,3,3,No
29,1329,7,3,3,2,4,6623,2,6,2,3,6,0,0,No
48,715,1,4,2,5,4,18265,0,25,3,4,1,0,0,No
29,694,1,4,2,4,4,16124,2,9,2,2,7,7,7,No
34,1320,20,3,4,1,3,2585,0,2,5,2,1,0,0,No
44,1099,5,2,3,5,2,18213,1,26,5,3,22,9,10,No
33,536,10,4,4,3,3,8380,2,10,3,3,9,8,8,No
19,265,25,2,4,1,4,2994,0,1,2,3,1,0,1,No
23,373,1,4,3,1,3,1223,1,1,2,3,1,0,1,No
25,599,24,3,1,1,4,1118,0,1,4,3,1,0,0,Yes
26,583,4,3,3,1,4,2875,0,8,2,2,8,5,2,No
45,1449,2,1,1,5,2,18824,0,26,2,3,24,10,11,Yes
55,177,8,4,2,4,2,13577,1,34,3,3,33,9,0,No
21,251,10,1,2,1,3,2625,0,2,2,1,2,2,2,Yes
46,168,4,4,2,5,2,18789,1,26,2,3,11,4,8,No
34,131,2,3,3,2,1,4538,0,4,3,3,3,2,2,No
51,237,9,4,3,5,2,19847,1,31,5,2,29,10,10,No
59,1429,18,4,3,3,4,10512,0,25,6,2,9,7,4,No
34,135,19,3,3,2,2,4444,2,15,2,4,11,8,10,No
28,791,1,4,3,1,3,2154,0,5,2,2,4,2,2,No
44,1199,4,3,4,5,1,19190,2,26,4,2,25,9,13,No
34,648,11,3,2,2,2,4490,2,14,5,4,10,9,8,No
35,735,6,3,3,1,3,3506,0,4,3,3,3,2,2,No
42,603,7,2,4,2,2,2372,0,18,2,3,1,0,0,No
43,531,4,4,2,3,4,10231,0,23,3,4,21,7,17,No
36,429,2,3,3,2,2,5410,0,18,2,3,16,14,12,No
44,621,15,1,3,3,4,7978,1,10,2,3,10,7,5,Yes
28,193,2,4,2,1,4,3867,1,2,2,3,2,2,2,No
51,968,6,2,2,1,3,2838,0,8,6,2,7,0,7,No
30,879,9,3,3,2,3,4695,0,10,3,3,8,4,7,No
29,806,7,2,3,1,3,3339,2,10,2,3,7,7,7,Yes
28,640,1,4,3,1,1,2080,0,5,2,2,3,2,2,No
25,266,1,4,3,1,2,2096,0,2,3,2,2,2,1,No
32,604,8,3,4,2,4,6209,2,10,4,4,10,7,8,No
45,364,25,2,3,5,2,18061,0,22,4,3,0,0,0,No
39,412,13,3,2,4,2,17123,2,21,4,3,19,9,2,No
58,848,23,1,3,1,3,2372,2,2,3,3,2,2,2,No
32,1089,7,4,3,2,3,4883,1,10,3,3,10,4,1,Yes
39,360,23,3,3,1,1,3904,0,6,2,3,5,2,3,Yes
30,1138,6,1,2,2,4,4627,1,10,6,3,9,2,7,No
36,325,10,4,3,3,3,7094,0,10,0,3,7,7,7,No
46,991,1,4,3,1,1,3423,0,10,3,4,7,6,7,No
28,1476,1,3,1,2,4,6674,3,10,6,3,9,8,5,No
50,1322,28,4,3,4,1,16880,0,25,2,3,3,2,2,No
40,299,25,4,2,3,2,9094,0,9,2,3,5,4,0,Yes
52,1030,5,2,3,3,2,8446,0,10,2,2,8,7,7,Yes
30,634,17,2,3,3,1,11916,2,9,2,3,9,1,8,No
39,524,18,1,3,2,3,4534,0,9,6,3,8,7,7,No
31,587,2,4,3,3,3,9852,1,10,5,2,10,8,6,No
41,256,10,3,1,2,2,6151,0,19,4,3,19,2,9,No
31,1060,1,4,3,1,2,2302,0,3,2,4,3,2,2,Yes
44,935,3,1,3,1,1,2362,0,10,4,4,3,2,2,Yes
42,495,2,3,3,4,3,17861,0,21,3,2,20,8,10,No
55,282,2,4,1,5,3,19187,1,23,5,3,19,9,11,No
56,206,8,4,3,5,2,19717,0,36,4,3,7,3,7,No
40,458,16,3,3,1,3,3544,1,6,0,3,4,2,0,No
34,943,9,4,3,3,4,8500,1,10,0,2,9,7,6,No
40,523,2,3,3,2,4,4661,0,9,4,3,9,8,8,No
41,1018,1,3,3,2,1,4103,1,10,2,3,9,3,7,No
35,482,4,3,3,2,3,4249,0,9,3,3,9,6,1,No
51,770,5,3,3,4,2,14026,1,33,2,3,33,9,10,No
38,1009,2,2,3,2,1,6893,1,11,3,3,7,7,7,No
34,507,15,3,3,2,1,6125,0,10,6,4,10,8,6,No
25,882,19,4,3,1,4,3669,3,7,6,2,3,2,2,No
58,601,7,3,2,3,1,10008,0,31,0,2,10,9,9,Yes
40,329,1,2,3,1,2,2387,1,7,3,3,4,2,3,No
36,607,7,1,4,2,1,4639,1,17,2,2,15,7,13,No
48,855,4,4,3,3,4,7898,0,11,2,3,10,9,8,No
27,1291,11,3,4,1,4,2534,1,5,4,3,1,0,0,No
51,1405,11,4,2,4,2,13142,0,29,1,2,5,2,3,No
18,1124,1,4,3,1,4,1611,0,0,5,4,0,0,0,No
35,817,1,4,2,2,4,5363,1,10,0,3,9,7,0,No
27,793,2,4,1,2,4,5071,0,8,3,3,6,2,0,No
55,267,13,1,4,4,3,13695,0,24,2,2,19,7,8,Yes
56,1369,23,4,3,4,2,13402,1,33,0,3,19,16,9,No
34,999,26,1,2,1,3,2029,3,5,2,3,5,4,0,No
40,1202,2,2,4,2,3,6377,3,15,0,3,12,11,8,No
34,285,29,2,3,2,3,5429,2,10,1,3,8,7,7,No
31,703,2,3,2,1,4,2785,0,3,3,4,1,0,0,Yes
35,662,18,4,3,2,3,4614,1,5,0,2,4,2,2,Yes
38,693,7,4,4,1,3,2610,3,4,2,3,4,2,3,No
34,404,2,3,3,2,4,6687,0,14,2,4,14,11,11,No
28,736,26,3,2,2,1,4724,1,5,0,3,5,3,4,No
31,330,22,4,3,2,3,6179,2,10,3,2,10,2,7,Yes
39,1498,21,1,2,2,4,6120,2,8,2,4,5,4,4,No
51,541,2,2,3,3,2,10596,0,14,5,3,4,2,2,No
41,1200,22,4,3,2,4,5467,2,12,4,2,6,2,3,No
37,1439,4,3,3,1,3,2996,0,8,2,3,6,4,3,No
33,1111,5,2,3,2,4,9998,0,8,2,4,5,4,2,No
32,499,2,3,3,2,2,4078,3,4,3,2,3,2,2,No
39,1485,25,3,3,3,3,10920,1,13,2,3,6,4,5,No
25,1372,18,1,4,2,3,6232,0,6,3,2,3,2,2,No
52,322,28,4,4,4,3,13247,1,24,3,2,5,3,2,No
43,930,6,1,2,2,3,4081,0,20,3,1,20,7,8,No
27,205,10,4,2,2,4,5769,0,6,3,3,6,2,4,No
27,135,17,4,3,1,3,2394,0,8,2,3,8,2,7,Yes
26,683,2,1,2,1,4,3904,0,5,2,3,4,3,1,No
42,1147,10,3,3,4,1,16799,1,21,5,3,20,7,9,No
52,258,8,3,3,1,1,2950,0,12,2,1,5,4,4,No
37,1462,11,1,3,1,3,3629,0,8,6,3,3,2,2,No
35,200,18,3,3,3,4,9362,0,10,2,3,2,2,2,No
25,949,1,1,3,1,4,3229,1,7,2,2,3,2,2,No
26,652,7,3,4,1,1,3578,0,8,2,3,7,7,7,No
29,332,17,2,2,3,1,7988,0,10,3,2,10,9,9,No
49,1475,28,1,2,2,1,4284,0,20,2,3,4,3,3,Yes
29,337,14,3,3,3,4,7553,0,9,1,3,8,7,7,Yes
54,971,1,4,3,4,4,17328,0,29,3,2,20,7,7,No
58,1055,1,4,3,5,1,19701,1,32,3,3,9,8,5,No
55,1136,1,2,4,4,4,14732,2,31,4,4,7,7,0,No
36,1174,3,1,3,2,2,9278,0,15,3,3,5,4,1,No
31,667,1,2,1,1,3,1359,0,1,3,3,1,0,0,Yes
30,855,7,4,3,2,1,4779,2,8,3,3,3,2,2,No
31,182,8,1,3,4,2,16422,0,9,3,4,3,2,0,No
34,560,1,4,3,1,1,2996,2,10,2,3,4,3,3,No
31,202,8,1,2,1,2,1261,0,1,3,4,1,0,0,Yes
27,1377,11,2,3,1,1,2099,0,6,3,4,5,0,4,No
36,172,4,1,2,2,4,5810,0,10,2,2,10,4,8,No
36,329,16,3,2,2,1,5647,2,11,3,2,3,2,2,No
47,465,1,1,3,1,4,3420,1,17,2,2,6,5,2,No
25,383,9,1,2,1,1,4400,0,6,2,3,3,2,2,Yes
37,1413,5,3,4,1,3,3500,0,7,2,1,6,5,3,No
56,1255,1,1,3,1,1,2066,1,5,3,4,3,2,0,No
47,359,2,1,3,4,3,17169,2,26,2,4,20,17,6,No
24,1476,4,4,3,2,3,4162,2,5,3,3,5,4,3,No
32,601,7,4,3,2,4,9204,1,7,3,2,4,3,3,No
34,401,1,4,2,1,2,3294,1,7,2,2,5,4,2,No
41,1283,5,2,4,1,3,2127,0,7,5,2,4,2,3,No
40,663,9,3,3,2,3,3975,2,11,2,4,8,7,7,No
31,326,8,1,3,3,4,10793,1,13,5,3,13,7,9,No
46,377,9,1,3,3,4,10096,1,28,1,4,7,7,3,Yes
39,592,2,1,2,1,1,3646,0,11,2,4,1,0,0,Yes
31,1445,1,3,4,3,2,7446,0,10,2,3,10,8,7,Yes
45,1038,20,2,1,3,1,10851,1,24,2,3,7,7,7,No
31,1398,8,4,4,1,2,2109,0,8,3,3,3,2,2,No
31,523,2,2,3,1,4,3722,1,7,2,1,2,2,2,Yes
45,1448,29,2,3,3,4,9380,2,10,4,4,3,1,2,No
48,1221,7,3,3,2,1,5486,3,15,3,3,2,2,2,No
34,1107,9,1,3,1,3,2742,0,2,0,3,2,2,2,Yes
40,218,8,4,2,3,2,13757,1,16,5,3,9,8,8,No
28,866,5,4,3,2,1,8463,0,6,4,3,5,4,3,No
44,981,5,3,2,1,3,3162,0,7,5,3,5,2,3,No
53,447,2,4,4,4,2,16598,0,35,2,2,9,8,8,No
49,1495,5,1,3,2,3,6651,1,20,0,2,3,2,2,No
40,896,2,3,3,1,3,2345,1,8,3,4,3,1,2,No
44,1467,20,4,3,1,2,3420,0,6,3,2,5,2,3,No
33,430,7,4,3,2,1,4373,2,5,2,3,4,3,3,No
34,1326,3,4,1,2,1,4759,0,15,2,3,13,9,12,No
30,1358,16,4,3,2,3,5301,2,4,2,2,2,1,2,No
42,748,9,1,3,1,4,3673,0,12,3,3,12,9,8,No
44,383,1,1,3,2,3,4768,1,11,4,2,1,0,0,No
30,990,7,3,3,1,3,1274,2,1,2,2,1,0,0,No
57,405,1,2,4,2,3,4900,1,13,2,2,12,9,8,No
49,1490,7,3,3,3,2,10466,2,29,3,3,8,7,7,No
34,829,15,2,3,4,1,17007,2,16,3,2,14,8,9,No
28,1496,1,1,3,1,3,2909,1,5,3,4,3,2,2,Yes
29,115,13,1,3,2,2,5765,0,7,4,1,5,3,0,Yes
34,790,24,1,2,2,2,4599,0,16,2,4,15,9,10,Yes
35,660,7,4,3,1,3,2404,1,1,3,3,1,0,0,No
24,381,9,2,3,1,1,3172,0,4,2,2,0,0,0,Yes
24,830,13,4,3,1,2,2033,1,1,2,3,1,0,0,No
44,1193,2,2,3,3,3,10209,0,16,2,2,2,2,2,No
29,1246,19,3,2,2,3,8620,2,10,3,3,10,7,4,No
30,330,1,3,3,1,3,2064,1,6,3,4,5,3,3,No
55,1229,4,4,3,2,3,4035,0,4,2,3,3,2,2,No
33,1099,4,1,2,1,2,3838,0,8,5,3,5,4,2,No
47,571,14,3,3,2,3,4591,1,11,4,2,5,4,2,No
28,289,2,3,2,1,1,2561,0,8,2,2,0,0,0,Yes
28,1423,1,1,2,1,3,1563,1,1,2,1,1,0,0,No
28,467,7,3,3,2,1,4898,0,5,5,3,4,2,3,No
49,271,3,3,2,2,1,4789,1,10,3,3,3,2,2,No
29,410,2,4,3,1,2,3180,3,4,3,3,3,2,2,No
28,1083,29,3,1,2,2,6549,2,8,2,2,8,6,7,No
33,516,8,4,3,2,3,6388,0,14,6,3,0,0,0,No
32,495,10,3,3,3,4,11244,0,10,5,4,5,2,0,No
54,1050,11,2,3,4,4,16032,1,26,2,3,14,9,12,No
29,224,1,1,2,1,1,2362,0,11,2,1,9,7,7,Yes
44,136,28,4,3,4,1,16328,1,24,1,4,20,6,17,No
39,1089,6,2,3,3,2,8376,0,9,3,3,2,0,2,No
46,228,3,3,3,4,2,16606,1,23,2,4,13,12,1,No
35,1029,16,4,2,3,2,8606,0,11,3,1,11,8,3,No
23,507,20,1,3,2,3,2272,0,5,2,3,4,3,2,No
40,676,9,4,3,1,1,2018,0,15,3,1,5,4,0,Yes
34,971,1,4,2,3,3,7083,0,10,3,3,10,9,6,No
31,561,3,4,3,1,3,4084,0,7,2,1,7,2,7,Yes
50,333,22,3,1,4,4,14411,0,32,2,3,32,6,9,No
34,1440,7,2,3,1,3,2308,1,12,4,3,11,10,7,No
42,1210,2,3,2,1,2,4841,1,4,3,3,1,0,0,No
37,674,13,1,3,2,4,4285,0,10,2,3,10,8,7,No
29,441,8,3,1,2,1,9715,1,9,3,3,7,7,7,No
33,575,25,4,2,2,2,4320,0,5,2,3,5,3,2,No
45,950,28,4,3,1,4,2132,1,8,3,3,5,4,3,No
42,288,2,4,3,3,4,10124,1,24,3,1,20,8,9,No
40,1342,9,1,3,2,1,5473,0,9,5,4,8,4,1,No
33,589,28,2,3,2,3,5207,1,15,3,3,15,14,7,No
40,898,6,3,3,4,4,16437,0,21,2,3,21,7,7,No
24,350,21,3,2,1,1,2296,3,2,3,3,1,1,0,No
40,1142,8,4,3,2,4,4069,0,8,2,3,2,2,2,No
45,538,1,1,3,3,2,7441,3,10,4,3,10,8,7,No
35,1402,28,2,2,1,3,2430,2,6,5,3,5,3,2,No
32,824,5,4,2,2,2,5878,1,12,2,3,7,1,5,No
36,1157,2,3,3,1,4,2644,0,7,3,2,3,2,2,No
48,492,16,3,3,2,3,6439,1,18,2,3,8,7,7,No
29,598,9,3,4,1,3,2451,2,5,2,2,1,0,0,No
33,1242,8,1,3,2,1,6392,1,8,6,1,2,2,2,No
30,740,1,2,2,2,1,9714,1,10,4,3,10,8,7,Yes
38,888,10,3,3,2,3,6077,0,10,2,3,6,3,2,No
35,992,1,4,2,1,1,2450,0,3,3,3,3,0,2,No
30,1288,29,3,3,3,2,9250,1,9,3,3,4,2,3,No
35,104,2,1,3,1,1,2074,1,1,2,3,1,0,0,Yes
53,607,2,3,2,3,4,10169,1,34,4,3,33,7,9,Yes
38,903,2,3,3,2,2,4855,2,7,2,3,5,2,4,Yes
32,1200,1,4,3,2,1,4087,1,9,3,2,6,5,2,No
48,1108,15,3,3,1,1,2367,1,10,3,2,8,2,6,No
34,479,7,1,3,1,4,2972,0,1,4,1,1,0,0,No
55,685,26,3,2,5,4,19586,1,36,3,3,36,6,13,No
34,1351,1,2,3,2,4,5484,1,9,3,2,2,2,1,No
26,474,3,1,3,1,4,2061,0,1,5,3,1,0,0,No
38,1245,14,3,3,2,2,9924,1,10,3,3,9,8,7,No
38,437,16,2,3,2,2,4198,0,8,5,4,3,2,2,No
36,884,1,2,3,2,3,6815,0,15,5,3,1,0,0,No
29,1370,3,2,3,1,1,4723,0,10,3,3,10,9,5,No
35,670,10,1,3,2,3,6142,0,10,4,3,5,2,4,No
39,1462,6,4,4,3,3,8237,1,11,3,3,7,6,6,No
29,995,2,1,3,2,4,8853,1,6,0,4,6,4,3,No
50,264,9,3,3,5,3,19331,1,27,2,3,1,0,0,No
23,977,10,4,4,1,3,2073,1,4,2,3,2,2,2,No
36,1302,6,1,4,2,1,5562,1,9,3,3,3,2,2,No
42,1059,9,4,2,5,4,19613,0,24,2,3,1,0,1,No
35,750,28,2,4,2,3,3407,2,10,3,2,10,9,8,No
34,653,10,4,2,2,3,5063,1,8,3,2,8,2,7,No
40,118,14,4,3,2,1,4639,1,5,2,3,5,4,2,No
43,990,27,4,4,1,2,4876,1,8,0,3,6,4,2,No
35,1349,7,3,2,1,4,2690,1,1,5,2,1,0,1,No
46,563,1,4,4,4,1,17567,0,27,5,1,26,0,12,No
28,329,24,3,3,1,2,2408,3,1,3,3,1,1,0,Yes
22,457,26,2,2,1,3,2814,0,4,2,2,4,2,3,No
50,1234,20,2,3,4,3,11245,1,32,3,3,30,8,13,No
32,634,5,2,4,1,4,3312,2,6,3,3,3,2,2,No
44,1313,7,2,3,5,4,19049,1,23,4,2,22,7,10,No
30,241,7,2,2,1,2,2141,1,6,3,2,6,4,1,No
45,1015,5,3,1,2,1,5769,0,10,3,3,10,7,4,No
45,336,26,1,2,2,1,4385,1,10,2,3,10,7,5,No
31,715,2,4,3,2,1,5332,0,10,3,3,5,2,3,No
36,559,12,3,3,2,3,4663,2,7,2,3,3,2,1,No
34,426,10,3,4,2,4,4724,1,9,3,3,9,7,2,No
49,722,25,3,3,1,1,3211,1,10,3,2,9,6,4,No
39,1387,10,2,3,2,1,5377,3,10,3,3,7,7,7,No
27,1302,19,4,2,1,1,4066,2,7,3,3,7,7,7,No
35,819,18,2,4,2,1,5208,0,16,2,3,16,15,10,No
28,580,27,2,1,2,1,4877,1,6,5,2,5,3,0,No
21,546,5,3,3,1,4,3117,0,3,2,3,2,2,2,No
18,544,3,2,3,1,4,1569,0,0,2,4,0,0,0,Yes
47,1176,26,4,3,5,3,19658,1,27,2,3,5,2,0,No
39,170,3,3,2,2,3,3069,1,11,3,3,10,8,7,No
40,884,15,1,2,3,3,10435,2,18,2,3,18,15,12,No
35,208,8,3,3,2,3,4148,1,15,5,3,14,11,9,No
37,671,19,3,3,2,3,5768,3,9,2,2,4,3,2,No
39,711,4,1,3,2,3,5042,0,10,2,1,9,2,8,No
45,1329,2,4,2,2,4,5770,2,10,3,3,10,7,9,No
38,397,2,4,2,3,3,7756,1,10,6,4,5,4,2,No
35,737,10,4,2,3,1,10306,0,15,3,3,13,12,0,Yes
37,1470,10,2,3,1,2,3936,1,8,2,1,8,4,7,No
40,448,16,3,3,3,4,7945,0,18,2,2,4,2,3,No
44,602,1,1,3,2,4,5743,0,14,3,3,10,7,2,No
48,365,4,3,2,4,4,15202,1,23,3,3,2,2,2,No
35,763,15,1,1,2,4,5440,2,7,2,2,2,2,2,Yes
24,567,2,1,3,1,4,3760,0,6,2,3,6,3,3,No
27,486,8,2,4,1,3,3517,0,5,0,3,3,2,2,No
27,591,2,4,3,1,4,2580,0,6,0,2,4,2,2,No
40,1329,7,1,3,1,1,2166,0,10,3,1,4,2,3,Yes
29,469,10,3,2,2,3,5869,0,8,2,3,5,2,4,No
36,711,5,2,3,3,1,8008,2,9,6,3,3,2,2,No
25,772,2,4,4,2,3,5206,2,7,6,3,7,7,7,No
39,492,12,4,3,2,2,5295,0,7,3,3,5,4,0,No
49,301,22,1,3,4,2,16413,2,27,2,3,4,2,2,No
50,813,17,4,2,3,1,13269,3,19,3,3,14,11,11,No
20,1141,2,3,3,1,3,2783,0,2,3,3,2,2,2,No
34,1130,3,4,3,2,2,5433,1,11,2,3,11,8,9,No
36,311,7,1,3,1,2,2013,0,15,4,3,4,3,3,No
49,465,6,3,2,4,3,13966,1,30,3,3,15,11,12,No
36,894,1,4,2,2,3,4374,0,4,6,3,3,2,2,No
36,1040,3,4,4,2,1,6842,1,13,3,3,5,4,4,No
54,584,22,2,3,4,3,17426,1,36,6,3,10,8,7,No
43,1291,15,3,2,4,3,17603,1,14,3,3,14,10,11,No
35,880,12,4,3,2,4,4581,0,13,2,4,11,9,7,Yes
38,1189,1,4,3,2,4,4735,2,19,4,4,13,11,9,No
29,991,5,1,2,2,2,4187,1,10,3,2,10,0,9,No
33,392,2,4,3,2,4,5505,2,6,5,3,6,2,4,No
32,977,2,4,3,2,2,5470,2,10,4,2,9,5,6,No
31,1112,5,1,3,2,4,5476,2,10,2,3,10,0,2,No
49,464,16,4,3,1,1,2587,1,17,2,2,2,2,2,No
38,148,2,4,2,1,2,2440,0,4,3,3,4,3,3,No
47,1225,2,2,4,4,2,15972,3,29,2,3,3,2,2,No
49,809,1,3,3,4,3,15379,0,23,2,3,8,7,0,No
41,1206,23,4,3,3,3,7082,0,21,2,3,2,0,2,No
20,727,9,4,3,1,1,2728,0,2,3,3,2,2,2,No
33,530,16,3,3,2,4,5368,1,7,2,3,6,5,2,No
36,1351,26,1,3,2,3,5347,2,10,2,2,3,2,2,No
44,528,1,3,3,1,4,3195,3,8,2,3,2,2,2,No
23,1320,8,4,2,1,3,3989,0,5,2,3,5,4,2,Yes
38,1495,4,4,3,1,3,3306,1,7,5,2,0,0,0,No
53,1395,24,2,4,3,4,7005,0,11,2,3,4,3,2,No
48,708,7,4,3,1,3,2655,2,19,3,3,9,7,7,Yes
32,1259,2,4,3,1,2,1393,0,1,2,3,1,0,0,Yes
26,786,7,4,3,1,4,2570,0,7,5,3,7,7,7,No
55,1441,22,1,2,1,2,3537,1,8,1,3,4,2,2,No
34,1157,5,2,2,2,4,3986,1,15,3,4,15,10,13,No
60,370,1,3,1,3,4,10883,1,19,2,4,1,0,0,No
33,267,21,2,4,1,2,2028,3,14,6,3,14,11,13,No
37,1278,1,3,1,2,4,9525,2,6,2,2,6,3,3,No
34,678,19,2,2,1,4,2929,0,10,3,3,10,9,7,No
23,427,7,3,3,1,4,2275,1,3,2,3,3,2,2,Yes
44,921,2,3,4,3,4,7879,1,9,2,3,8,7,7,No
35,146,2,1,2,1,4,4930,0,6,2,4,5,4,4,No
43,1179,2,4,3,2,4,7847,1,10,3,3,10,9,8,No
24,581,9,3,4,1,3,4401,1,5,1,3,5,3,4,No
41,918,6,4,3,3,3,9241,0,10,3,3,10,8,7,No
29,1082,9,4,3,1,3,2974,1,9,2,3,5,3,2,No
36,530,2,3,3,2,4,4502,0,17,2,2,13,7,7,No
45,1238,1,3,2,3,3,10748,1,25,3,2,23,15,4,No
24,240,22,4,1,1,3,1555,1,1,2,3,1,0,0,Yes
47,1093,9,3,1,4,3,12936,0,25,3,1,23,5,10,Yes
26,390,17,4,1,1,3,2305,3,3,3,4,3,2,2,No
45,1005,28,4,2,4,2,16704,0,21,2,3,21,6,6,No
32,585,10,1,3,1,3,3433,1,10,3,2,5,2,3,No
31,741,2,2,3,1,3,3477,1,6,2,4,5,2,3,No
41,552,4,3,1,2,2,6430,1,10,4,3,3,2,2,No
40,369,8,2,3,2,1,6516,1,18,3,3,1,0,0,No
